fight_id,detail_level,has_round_stats,has_sig_strikes,source,notes
6b260bf0035a,full,1,1,ufcstats,
58562cfcaf21,full,1,1,ufcstats,
c1a1986261a6,full,1,1,ufcstats,
f8b9717bf69a,full,1,1,ufcstats,
dabea5f6f66f,full,1,1,ufcstats,
2b412004eb2c,full,1,1,ufcstats,
b9ccafef5dba,full,1,1,ufcstats,
45f78b8bacf4,full,1,1,ufcstats,
b0c8b76b9671,full,1,1,ufcstats,
a6bd5992603c,full,1,1,ufcstats,
a988d5cf7e06,full,1,1,ufcstats,
3a6670599beb,full,1,1,ufcstats,
d0d09ee6ff47,full,1,1,ufcstats,
4b956b50b6c6,full,1,1,ufcstats,
a339aec87801,full,1,1,ufcstats,
764b195761b3,full,1,1,ufcstats,
c0e936f77f8f,full,1,1,ufcstats,
625715053c37,full,1,1,ufcstats,
77c2b22411c3,full,1,1,ufcstats,
a4922548f586,full,1,1,ufcstats,
7a24b4cf98ee,full,1,1,ufcstats,
ba7e1aa674be,full,1,1,ufcstats,
c8e2cce8d45a,full,1,1,ufcstats,
4d61f9105db4,full,1,1,ufcstats,
7173f450c15a,full,1,1,ufcstats,
1828cd4ac9b8,full,1,1,ufcstats,
507394ed04a1,full,1,1,ufcstats,
af7f962ca439,full,1,1,ufcstats,
7889231db5c0,full,1,1,ufcstats,
68cac7fa52b9,full,1,1,ufcstats,
9d9a0b1ee552,full,1,1,ufcstats,
a1ccd0438a5e,full,1,1,ufcstats,
3551e3a5fe8d,full,1,1,ufcstats,
c8411b194e7f,full,1,1,ufcstats,
7aedc817af19,full,1,1,ufcstats,
45314f7b5203,full,1,1,ufcstats,
65153f6fd2c5,full,1,1,ufcstats,
c1fee0015c17,full,1,1,ufcstats,
792685905bbe,full,1,1,ufcstats,
aa74e4e1095c,full,1,1,ufcstats,
b3a6a5d80a89,full,1,1,ufcstats,
9ed1d8e56449,full,1,1,ufcstats,
d1d8f07ff890,full,1,1,ufcstats,
27adb4ea1526,full,1,1,ufcstats,
443519755cfd,full,1,1,ufcstats,
5be2f4d3908e,full,1,1,ufcstats,
a0b263289b24,full,1,1,ufcstats,
641338b876f8,full,1,1,ufcstats,
2015bfdaee47,full,1,1,ufcstats,
435af7b57b87,full,1,1,ufcstats,
4377293ba3cc,full,1,1,ufcstats,
6cae4e87f224,full,1,1,ufcstats,
771c1a8e9875,full,1,1,ufcstats,
79d1a3371a06,full,1,1,ufcstats,
ca44daa88b55,full,1,1,ufcstats,
a2039f9256c5,full,1,1,ufcstats,
203afcd29564,full,1,1,ufcstats,
4f284589b454,full,1,1,ufcstats,
5bf75782ca6e,full,1,1,ufcstats,
b1c96aba5a48,full,1,1,ufcstats,
29959edb59b7,full,1,1,ufcstats,
6d71799f344f,full,1,1,ufcstats,
a994d01e4660,full,1,1,ufcstats,
d1ab5b613650,full,1,1,ufcstats,
b46f420891be,full,1,1,ufcstats,
60848a8423fc,full,1,1,ufcstats,
201da6fbe3ee,full,1,1,ufcstats,
8a90b73b94cb,full,1,1,ufcstats,
d6dd6af6c070,full,1,1,ufcstats,
27d7967d4a32,full,1,1,ufcstats,
49f10733f44c,full,1,1,ufcstats,
a12a846798b9,full,1,1,ufcstats,
2d12c30f86b7,full,1,1,ufcstats,
3a7b79141c0d,full,1,1,ufcstats,
aa974f543879,full,1,1,ufcstats,
41d645a737fc,full,1,1,ufcstats,
b2782f5f263d,full,1,1,ufcstats,
ca9f1ad2e434,full,1,1,ufcstats,
438e58b474c7,full,1,1,ufcstats,
4e1402845c0f,full,1,1,ufcstats,
760302491263,full,1,1,ufcstats,
8695bee40eb2,full,1,1,ufcstats,
a750395403da,full,1,1,ufcstats,
372fbe84ac97,full,1,1,ufcstats,
d565a54a48eb,full,1,1,ufcstats,
15ed75c5aa5b,full,1,1,ufcstats,
259a252e3cbd,full,1,1,ufcstats,
9ace5604f3c1,full,1,1,ufcstats,
65cabf36a84d,full,1,1,ufcstats,
bfed8be67967,full,1,1,ufcstats,
ea40d1e276cb,full,1,1,ufcstats,
05e1fb424ab7,full,1,1,ufcstats,
138bfe897c6b,full,1,1,ufcstats,
8a1776772749,full,1,1,ufcstats,
772a5eb96c77,full,1,1,ufcstats,
47de32a95127,full,1,1,ufcstats,
9f379f119723,full,1,1,ufcstats,
1d33a51ff170,full,1,1,ufcstats,
088a5c1080b1,full,1,1,ufcstats,
daa36dfd1336,full,1,1,ufcstats,
981742e3a745,full,1,1,ufcstats,
e26813d03efe,full,1,1,ufcstats,
b2cc931ef009,full,1,1,ufcstats,
0074617b0c69,full,1,1,ufcstats,
3ba19b8612a7,full,1,1,ufcstats,
0de33684701b,full,1,1,ufcstats,
bdf0f9d5971f,full,1,1,ufcstats,
bd1b602a6520,full,1,1,ufcstats,
759c64e1fdb6,full,1,1,ufcstats,
2cd3f328b9e8,full,1,1,ufcstats,
997285ee7694,full,1,1,ufcstats,
5b5101d61138,full,1,1,ufcstats,
d484585a6fd6,full,1,1,ufcstats,
c758b2159203,full,1,1,ufcstats,
69fe1386a5cb,full,1,1,ufcstats,
448bff58d3de,full,1,1,ufcstats,
0dc25c6b19c4,full,1,1,ufcstats,
da0d42df457e,full,1,1,ufcstats,
5ecdd98984d0,full,1,1,ufcstats,
050abb7910cb,full,1,1,ufcstats,
e021c0880709,full,1,1,ufcstats,
d7646b48d37c,full,1,1,ufcstats,
2b165f08e126,full,1,1,ufcstats,
35ddea857a99,full,1,1,ufcstats,
901258f4188c,full,1,1,ufcstats,
487599816483,full,1,1,ufcstats,
2fd35101d109,full,1,1,ufcstats,
5561cc55e4e6,full,1,1,ufcstats,
1e89e7a333f3,full,1,1,ufcstats,
b9b8a4c7fc51,full,1,1,ufcstats,
feb748dd93c6,full,1,1,ufcstats,
267e4a964935,full,1,1,ufcstats,
c403a12156d3,full,1,1,ufcstats,
b1f20f3ab935,full,1,1,ufcstats,
e3d41bb3df0c,full,1,1,ufcstats,
a44474c48dd8,full,1,1,ufcstats,
bb34922eebe9,full,1,1,ufcstats,
00dc6278d2ed,full,1,1,ufcstats,
b33ef908c698,full,1,1,ufcstats,
9e6c72c014c9,full,1,1,ufcstats,
2b261ff8f156,full,1,1,ufcstats,
770a96ac4f6c,full,1,1,ufcstats,
5524919469a1,full,1,1,ufcstats,
f43781e656fb,full,1,1,ufcstats,
5658ec135a87,full,1,1,ufcstats,
5e0df3c1f6ff,full,1,1,ufcstats,
b567ab54200d,full,1,1,ufcstats,
feff3a61d8cf,full,1,1,ufcstats,
5786a41ffc73,full,1,1,ufcstats,
373894297fc3,full,1,1,ufcstats,
1cdb8544cb24,full,1,1,ufcstats,
83d6e8515eb3,full,1,1,ufcstats,
11324b191849,full,1,1,ufcstats,
