fight_id,detail_level,has_round_stats,has_sig_strikes,source,notes
66fbc87e411b,full,1,1,ufcstats,
b3ee163fba47,full,1,1,ufcstats,
1e5432c32abb,full,1,1,ufcstats,
7bc8ea7c903b,full,1,1,ufcstats,
7a046da61fe5,full,1,1,ufcstats,
d22de9426650,full,1,1,ufcstats,
cda8ac05ab2a,full,1,1,ufcstats,
62bef062b873,full,1,1,ufcstats,
aad60b22c3a8,full,1,1,ufcstats,
b0de7638092d,full,1,1,ufcstats,
8c30352a4c43,full,1,1,ufcstats,
e93ad92c6b82,full,1,1,ufcstats,
6be95b3dc6ff,full,1,1,ufcstats,
61410a6dd153,full,1,1,ufcstats,
fc3d605b532c,full,1,1,ufcstats,
cab5d81073f1,full,1,1,ufcstats,
8cc0cb0b4222,full,1,1,ufcstats,
e62f580ae1c7,full,1,1,ufcstats,
3c10b348c85b,full,1,1,ufcstats,
a468c7ca3e8a,full,1,1,ufcstats,
df83e500bacf,full,1,1,ufcstats,
d39718281141,full,1,1,ufcstats,
9d05db80a628,full,1,1,ufcstats,
df9bca30e915,full,1,1,ufcstats,
b135563e09cf,full,1,1,ufcstats,
5e8b597e7daf,full,1,1,ufcstats,
4e85e49cc4b7,full,1,1,ufcstats,
b14e09d27cd2,full,1,1,ufcstats,
45127686a99f,full,1,1,ufcstats,
21ca34dfffbd,full,1,1,ufcstats,
2c300301b588,full,1,1,ufcstats,
08eea678e874,full,1,1,ufcstats,
6a9ab5bd5bc3,full,1,1,ufcstats,
64e31970bca1,full,1,1,ufcstats,
38d874378396,full,1,1,ufcstats,
bb07e6e428c4,full,1,1,ufcstats,
1090784ed4bc,full,1,1,ufcstats,
e8b5a4a184c5,full,1,1,ufcstats,
7ed5190b22ed,full,1,1,ufcstats,
9e39b1893a96,full,1,1,ufcstats,
4f6b1f0279b3,full,1,1,ufcstats,
503b8392c539,full,1,1,ufcstats,
3acfb9cecdab,full,1,1,ufcstats,
2a309030b8eb,full,1,1,ufcstats,
f7fad5a99791,full,1,1,ufcstats,
428d368008a9,full,1,1,ufcstats,
7a07551da72b,full,1,1,ufcstats,
5730d5b4e1c2,full,1,1,ufcstats,
61ff7667f659,full,1,1,ufcstats,
5058e665aedd,full,1,1,ufcstats,
2e2736dbfe13,full,1,1,ufcstats,
a2008fb7d1a4,full,1,1,ufcstats,
13d45a5ec9d5,full,1,1,ufcstats,
5e542bfcdcb9,full,1,1,ufcstats,
09c8931aa728,full,1,1,ufcstats,
25c00f317ae2,full,1,1,ufcstats,
1d41ce301a9b,full,1,1,ufcstats,
a70c7331015b,full,1,1,ufcstats,
959cc1399bc5,full,1,1,ufcstats,
b1402d852b8f,full,1,1,ufcstats,
1e4354681c4f,full,1,1,ufcstats,
61673be1b139,full,1,1,ufcstats,
bbb3c65aebb8,full,1,1,ufcstats,
2bccbcadf389,full,1,1,ufcstats,
d700cad2fbcc,full,1,1,ufcstats,
fedd41fafafb,full,1,1,ufcstats,
a894e82df15d,full,1,1,ufcstats,
1afccd1114d5,full,1,1,ufcstats,
75d44b778494,full,1,1,ufcstats,
0bd7b97ef308,full,1,1,ufcstats,
90ef4f8cabf3,full,1,1,ufcstats,
badfb0960b63,full,1,1,ufcstats,
14aaab060876,full,1,1,ufcstats,
14617734f9d2,full,1,1,ufcstats,
313cbba16a99,full,1,1,ufcstats,
73c909b11f3e,full,1,1,ufcstats,
b7b729143702,full,1,1,ufcstats,
542dd2256104,full,1,1,ufcstats,
ea7276847f46,full,1,1,ufcstats,
10e075e41a6f,full,1,1,ufcstats,
97aa6e33963d,full,1,1,ufcstats,
bb962503ae20,full,1,1,ufcstats,
3e4cf2fa3010,full,1,1,ufcstats,
bdb90309fb6e,full,1,1,ufcstats,
a01f3c6b3066,full,1,1,ufcstats,
0220ea05b917,full,1,1,ufcstats,
b0ff08698980,full,1,1,ufcstats,
dc136b506f3b,full,1,1,ufcstats,
382b623e9287,full,1,1,ufcstats,
f788b8b3bc32,full,1,1,ufcstats,
a58bd50cf85c,full,1,1,ufcstats,
244eae87d5aa,full,1,1,ufcstats,
d77bedf3495a,full,1,1,ufcstats,
c2440f88d093,full,1,1,ufcstats,
db2371a3dae1,full,1,1,ufcstats,
de9f6550591c,full,1,1,ufcstats,
89abce5e44ce,full,1,1,ufcstats,
689a9e02a595,full,1,1,ufcstats,
44f98f51bbf2,full,1,1,ufcstats,
5f5872f70cb6,full,1,1,ufcstats,
a56a0d9ca7c4,full,1,1,ufcstats,
dde707236556,full,1,1,ufcstats,
0679e7b60f02,full,1,1,ufcstats,
08417c46dfee,full,1,1,ufcstats,
376e84963d90,full,1,1,ufcstats,
81593d572b16,full,1,1,ufcstats,
5b3bf311716b,full,1,1,ufcstats,
7bc46c06d11e,full,1,1,ufcstats,
4b7f4ed2843c,full,1,1,ufcstats,
765dae4c20fc,full,1,1,ufcstats,
e2b4ae09b117,full,1,1,ufcstats,
2df38f09319b,full,1,1,ufcstats,
2a7a4efadeb6,full,1,1,ufcstats,
e06a77aa4c69,full,1,1,ufcstats,
e17c4aa40d94,full,1,1,ufcstats,
7ca1a6f5452c,full,1,1,ufcstats,
f75fc1152be0,full,1,1,ufcstats,
04dd6437f3fb,full,1,1,ufcstats,
5ee6df4bf1d4,full,1,1,ufcstats,
062e00987261,full,1,1,ufcstats,
687b3b709cf7,full,1,1,ufcstats,
2ec44bb1cba2,full,1,1,ufcstats,
9dc5580479b0,full,1,1,ufcstats,
b50872b5b10d,full,1,1,ufcstats,
94fae51f0595,full,1,1,ufcstats,
db8a910f71b5,full,1,1,ufcstats,
0be1b9091f0f,full,1,1,ufcstats,
9903c16ac665,full,1,1,ufcstats,
08f96bba78b5,full,1,1,ufcstats,
2b1632d0077d,full,1,1,ufcstats,
a205249a96b9,full,1,1,ufcstats,
58db47aeca0b,full,1,1,ufcstats,
7f34ce2e24ea,full,1,1,ufcstats,
149eb8672180,full,1,1,ufcstats,
a3be7f37f2a9,full,1,1,ufcstats,
23f574126a48,full,1,1,ufcstats,
ff441e7af26a,full,1,1,ufcstats,
318d063117d9,full,1,1,ufcstats,
b6ca26f3aadc,full,1,1,ufcstats,
05d606059f44,full,1,1,ufcstats,
ab1575bc8dbd,full,1,1,ufcstats,
e5548d8ee2f7,full,1,1,ufcstats,
8fdde0d335e7,full,1,1,ufcstats,
f68122bda7b8,full,1,1,ufcstats,
8d8a685a8ec9,full,1,1,ufcstats,
646f871bdc84,full,1,1,ufcstats,
e9d35fb36ae7,full,1,1,ufcstats,
cda3be712d73,full,1,1,ufcstats,
2920330a39e4,full,1,1,ufcstats,
23748b1214ea,full,1,1,ufcstats,
f7e656d22346,full,1,1,ufcstats,
33a24950c6a9,full,1,1,ufcstats,
b182b163894c,full,1,1,ufcstats,
cb309e2d75b0,full,1,1,ufcstats,
81d9cf0aa9cd,full,1,1,ufcstats,
7bbe1a031b29,full,1,1,ufcstats,
8873a886b272,full,1,1,ufcstats,
78bd9482a763,full,1,1,ufcstats,
c2802adb8f28,full,1,1,ufcstats,
8a7ccd5c8f5f,full,1,1,ufcstats,
370f6389420b,full,1,1,ufcstats,
cdefcc9b9072,full,1,1,ufcstats,
1e3d9ed7ce0f,full,1,1,ufcstats,
4c462cf2f40b,full,1,1,ufcstats,
94cb4cf44ef4,full,1,1,ufcstats,
6dcec764575c,full,1,1,ufcstats,
0db28d06cbf8,full,1,1,ufcstats,
81d7fd8b8788,full,1,1,ufcstats,
6a395439684c,full,1,1,ufcstats,
40b827d9d383,full,1,1,ufcstats,
2cba8dc55b32,full,1,1,ufcstats,
1ddab17d8de7,full,1,1,ufcstats,
aeaf28361f37,full,1,1,ufcstats,
b6fc68d53978,full,1,1,ufcstats,
993b452678b9,full,1,1,ufcstats,
f229ebc4ace2,full,1,1,ufcstats,
b8219cb368ed,full,1,1,ufcstats,
a9a0edd2b57a,full,1,1,ufcstats,
b9c123b409af,full,1,1,ufcstats,
3c5fe7b31b00,full,1,1,ufcstats,
3c286675767a,full,1,1,ufcstats,
eace9745eafd,full,1,1,ufcstats,
88b14a1a9c7a,full,1,1,ufcstats,
b25b46dc34a6,full,1,1,ufcstats,
a09bb3684d5a,full,1,1,ufcstats,
ed064c4a8042,full,1,1,ufcstats,
fb7bff04d284,full,1,1,ufcstats,
27f0fdef7734,full,1,1,ufcstats,
25ccac3cc2c6,full,1,1,ufcstats,
10b1502b7a44,full,1,1,ufcstats,
91d9859d2760,full,1,1,ufcstats,
3ccdd8f597f4,full,1,1,ufcstats,
a64fa78c8e43,full,1,1,ufcstats,
89255764c4f9,full,1,1,ufcstats,
a8bed613c42c,full,1,1,ufcstats,
96be5b96123d,full,1,1,ufcstats,
4f02e468d821,full,1,1,ufcstats,
fced6065b4f0,full,1,1,ufcstats,
2c4e7218805d,full,1,1,ufcstats,
49df6a326976,full,1,1,ufcstats,
c893bd4f9f46,full,1,1,ufcstats,
40ddb541d087,full,1,1,ufcstats,
b7603468dde6,full,1,1,ufcstats,
b9d92101228f,full,1,1,ufcstats,
4f04d20e840d,full,1,1,ufcstats,
7539ce21331e,full,1,1,ufcstats,
d33c0d559557,full,1,1,ufcstats,
eea955c950f3,full,1,1,ufcstats,
061c81706690,full,1,1,ufcstats,
9c16ed27c7fc,full,1,1,ufcstats,
bdcfab6683c7,full,1,1,ufcstats,
da23fbcaad3d,full,1,1,ufcstats,
51ffce895105,full,1,1,ufcstats,
71a9dd98a0b0,full,1,1,ufcstats,
199a4dedbb19,full,1,1,ufcstats,
43326e665cae,full,1,1,ufcstats,
f40ddad1a291,full,1,1,ufcstats,
d23a60a5afc1,full,1,1,ufcstats,
c8bd62959aa7,full,1,1,ufcstats,
df9428609e4a,full,1,1,ufcstats,
1b6c4b28de29,full,1,1,ufcstats,
b0202acc79ef,full,1,1,ufcstats,
53877074ed3c,full,1,1,ufcstats,
58590ad07944,full,1,1,ufcstats,
cece4c97729b,full,1,1,ufcstats,
5324cc2df91d,full,1,1,ufcstats,
bd101258c6be,full,1,1,ufcstats,
e71043acfe01,full,1,1,ufcstats,
5d4a789d7a8e,full,1,1,ufcstats,
c3d087f372bc,full,1,1,ufcstats,
9b21aa0be262,full,1,1,ufcstats,
02f3ff4f8232,full,1,1,ufcstats,
7cd3a1eeacec,full,1,1,ufcstats,
1153a1bda8a3,full,1,1,ufcstats,
98fe94dbba90,full,1,1,ufcstats,
4514a327d23f,full,1,1,ufcstats,
1b16510e41f6,full,1,1,ufcstats,
129ae9db6db6,full,1,1,ufcstats,
1e755581226c,full,1,1,ufcstats,
b8566efc2067,full,1,1,ufcstats,
092ab4f25197,full,1,1,ufcstats,
5f89556aef5e,full,1,1,ufcstats,
750d4d0f9ffa,full,1,1,ufcstats,
0479419144f2,full,1,1,ufcstats,
7cfd1079d18c,full,1,1,ufcstats,
6b6d865f5e82,full,1,1,ufcstats,
02c46a088c0e,full,1,1,ufcstats,
6b292156bd36,full,1,1,ufcstats,
836ab22e9211,full,1,1,ufcstats,
37c23ec96e9a,full,1,1,ufcstats,
32324a7c829f,full,1,1,ufcstats,
18aae5237bd0,full,1,1,ufcstats,
276bc15db109,full,1,1,ufcstats,
8f110717c63d,full,1,1,ufcstats,
fc3775bfb1a9,full,1,1,ufcstats,
91209039dae3,full,1,1,ufcstats,
8f844f99f6f2,full,1,1,ufcstats,
3d7a3d04da92,full,1,1,ufcstats,
7c1f66f5a7ee,full,1,1,ufcstats,
88799583bf1b,full,1,1,ufcstats,
e8796675258a,full,1,1,ufcstats,
c21df41f47e2,full,1,1,ufcstats,
1b87441d66f9,full,1,1,ufcstats,
c0469971662f,full,1,1,ufcstats,
89c7ea04a634,full,1,1,ufcstats,
a5643350382a,full,1,1,ufcstats,
23ef32b8542e,full,1,1,ufcstats,
3d232b7e4b4e,full,1,1,ufcstats,
4e76818fb027,full,1,1,ufcstats,
f409c12139dc,full,1,1,ufcstats,
228a400cc7aa,full,1,1,ufcstats,
7f6734bdb463,full,1,1,ufcstats,
142ca434983f,full,1,1,ufcstats,
62bdda46f61c,full,1,1,ufcstats,
9086e851b3fd,full,1,1,ufcstats,
6c7e1b634d55,full,1,1,ufcstats,
d1685df7528c,full,1,1,ufcstats,
b232f6ee1c4d,full,1,1,ufcstats,
39048520233a,full,1,1,ufcstats,
b6137f8ed473,full,1,1,ufcstats,
24b41f60793e,full,1,1,ufcstats,
37f0d1b3f920,full,1,1,ufcstats,
2d7824e24388,full,1,1,ufcstats,
f9809e732be3,full,1,1,ufcstats,
164f63ad2081,full,1,1,ufcstats,
9c35050401cc,full,1,1,ufcstats,
871af9ded3da,full,1,1,ufcstats,
649f3a1f7eb1,full,1,1,ufcstats,
51d8222da642,full,1,1,ufcstats,
acb262c5e2c0,full,1,1,ufcstats,
caf5d6f24822,full,1,1,ufcstats,
cf65135f7ffa,full,1,1,ufcstats,
4e84dc63c306,full,1,1,ufcstats,
f06a6d863764,full,1,1,ufcstats,
e06ad27b2387,full,1,1,ufcstats,
78cf187ac010,full,1,1,ufcstats,
d18a03fe112a,full,1,1,ufcstats,
e88588039912,full,1,1,ufcstats,
cbced644b345,full,1,1,ufcstats,
d6dee0f9b266,full,1,1,ufcstats,
ae8a08879ebb,full,1,1,ufcstats,
a90cdfb7d832,full,1,1,ufcstats,
6b1a3345e1b2,full,1,1,ufcstats,
11b920bcfdf4,full,1,1,ufcstats,
abfef4d5bad2,full,1,1,ufcstats,
ea4c327acc78,full,1,1,ufcstats,
63b5efb440d0,full,1,1,ufcstats,
00765608f277,full,1,1,ufcstats,
006e39613d7e,full,1,1,ufcstats,
c8f735f93811,full,1,1,ufcstats,
ba403804062e,full,1,1,ufcstats,
0f7832e00953,full,1,1,ufcstats,
e5f08a17d0d3,full,1,1,ufcstats,
00150ce466f9,full,1,1,ufcstats,
b5b6b0fee9f2,full,1,1,ufcstats,
dca78afe7587,full,1,1,ufcstats,
f37977c38645,full,1,1,ufcstats,
b4dc3c65ce25,full,1,1,ufcstats,
965eda5b1abc,full,1,1,ufcstats,
ebe29f1273aa,full,1,1,ufcstats,
c90436193069,full,1,1,ufcstats,
1466173179ee,full,1,1,ufcstats,
f5467cfa2bdb,full,1,1,ufcstats,
9ac471f22f2d,full,1,1,ufcstats,
8577f68e33c5,full,1,1,ufcstats,
b22a685dffdc,full,1,1,ufcstats,
e4a01dc2c412,full,1,1,ufcstats,
06461a740f07,full,1,1,ufcstats,
00faad2542b8,full,1,1,ufcstats,
d1c2aeb2ad14,full,1,1,ufcstats,
8fb79af3c93c,full,1,1,ufcstats,
a9474e5ff508,full,1,1,ufcstats,
f99aaad553ba,full,1,1,ufcstats,
10e1855cf3e0,full,1,1,ufcstats,
362de6c77f9d,full,1,1,ufcstats,
328e9b46f9f0,full,1,1,ufcstats,
e1d2a3c2ce50,full,1,1,ufcstats,
d535e21a2ed0,full,1,1,ufcstats,
0fce69954ac3,full,1,1,ufcstats,
fdee0913b6ad,full,1,1,ufcstats,
d702172a54d3,full,1,1,ufcstats,
6aad4e0f3118,full,1,1,ufcstats,
56c48c86b921,full,1,1,ufcstats,
3a56b05b44c9,full,1,1,ufcstats,
1249f8abb64a,full,1,1,ufcstats,
22c0ea8240f1,full,1,1,ufcstats,
e450706ff668,full,1,1,ufcstats,
b735bfb05412,full,1,1,ufcstats,
7b3cdf470410,full,1,1,ufcstats,
ae9d5733c800,full,1,1,ufcstats,
90c68b047cf9,full,1,1,ufcstats,
b747477f0f6b,full,1,1,ufcstats,
4732fc0cafa8,full,1,1,ufcstats,
11fcd7d9b6a8,full,1,1,ufcstats,
1c2255b6476e,full,1,1,ufcstats,
e7ef35673b64,full,1,1,ufcstats,
19625a22e84d,full,1,1,ufcstats,
e99b30d9d87a,full,1,1,ufcstats,
4272cd65d63f,full,1,1,ufcstats,
b1a0c69ecbac,full,1,1,ufcstats,
a2fe4342caf6,full,1,1,ufcstats,
9f529958121c,full,1,1,ufcstats,
ef050a15c583,full,1,1,ufcstats,
1c15842674e9,full,1,1,ufcstats,
031415acacd4,full,1,1,ufcstats,
8f502f4f471c,full,1,1,ufcstats,
0b5667b259c1,full,1,1,ufcstats,
21f299b19379,full,1,1,ufcstats,
efa7be03098d,full,1,1,ufcstats,
973d68478cef,full,1,1,ufcstats,
66ccce32a8ab,full,1,1,ufcstats,
a77968cff52e,full,1,1,ufcstats,
16e403383b55,full,1,1,ufcstats,
3eb42d20ae79,full,1,1,ufcstats,
511230caa071,full,1,1,ufcstats,
c85e479dfc2d,full,1,1,ufcstats,
5be0b8850d93,full,1,1,ufcstats,
fcd20274fd4a,full,1,1,ufcstats,
6c3b01339327,full,1,1,ufcstats,
a34c1c8aa430,full,1,1,ufcstats,
f60273922897,full,1,1,ufcstats,
01951055a104,full,1,1,ufcstats,
12c0a44a8f99,full,1,1,ufcstats,
c52a7868de82,full,1,1,ufcstats,
354d3ab7a038,full,1,1,ufcstats,
f52aa1e4a9e8,full,1,1,ufcstats,
4a275b625163,full,1,1,ufcstats,
f6bdd1d3b49c,full,1,1,ufcstats,
71dabea19923,full,1,1,ufcstats,
da5a3f392107,full,1,1,ufcstats,
ebd5d7c2dfbe,full,1,1,ufcstats,
51e7d231f180,full,1,1,ufcstats,
796c050a0398,full,1,1,ufcstats,
cc8c082e2991,full,1,1,ufcstats,
1aae4ecb335e,full,1,1,ufcstats,
37bcce25ba76,full,1,1,ufcstats,
40aef2fc4ce7,full,1,1,ufcstats,
394ce43ecaed,full,1,1,ufcstats,
f417d4ae0551,full,1,1,ufcstats,
dfc2e889b9e6,full,1,1,ufcstats,
4da6a245b6cc,full,1,1,ufcstats,
14bfd36e2d80,full,1,1,ufcstats,
ad4138ee9a7b,full,1,1,ufcstats,
ff175b986888,full,1,1,ufcstats,
88582992843f,full,1,1,ufcstats,
420ba2b31b2d,full,1,1,ufcstats,
c03d8b2c03b2,full,1,1,ufcstats,
dbd9cd414ca1,full,1,1,ufcstats,
e9ea7a9ae46d,full,1,1,ufcstats,
f9f28ae99de0,full,1,1,ufcstats,
ee098935c68b,full,1,1,ufcstats,
124f4e6500a4,full,1,1,ufcstats,
1e43444ee323,full,1,1,ufcstats,
8b6479a997bc,full,1,1,ufcstats,
ad7022d13b75,full,1,1,ufcstats,
6804b0c1f6d3,full,1,1,ufcstats,
033417d9acde,full,1,1,ufcstats,
6014debba23b,full,1,1,ufcstats,
c15732aff08d,full,1,1,ufcstats,
ba1616f0bc70,full,1,1,ufcstats,
4d38cdf833df,full,1,1,ufcstats,
9cd588206bd3,full,1,1,ufcstats,
5dff83b9c19b,full,1,1,ufcstats,
c26ad7f46b2b,full,1,1,ufcstats,
7cd7acc02b7e,full,1,1,ufcstats,
c9d0dac2118c,full,1,1,ufcstats,
c927fa444a85,full,1,1,ufcstats,
d9b92215c96a,full,1,1,ufcstats,
9dc3f68fbbe7,full,1,1,ufcstats,
e7eb49fbaf43,full,1,1,ufcstats,
89a29c3c1cbe,full,1,1,ufcstats,
8cb19346faf8,full,1,1,ufcstats,
4c16020e3826,full,1,1,ufcstats,
7168d21e0b4c,full,1,1,ufcstats,
9cbb533febca,full,1,1,ufcstats,
b1b29cf07ab4,full,1,1,ufcstats,
5539bc7b5dee,full,1,1,ufcstats,
2c22e1424cd6,full,1,1,ufcstats,
e455d7651e17,full,1,1,ufcstats,
dc917adafa6c,full,1,1,ufcstats,
6cda9a293f7a,full,1,1,ufcstats,
78164be1a936,full,1,1,ufcstats,
e3d381255906,full,1,1,ufcstats,
2611c0a80ffd,full,1,1,ufcstats,
c06ec9323c17,full,1,1,ufcstats,
60d6ac520ced,full,1,1,ufcstats,
c748c7200356,full,1,1,ufcstats,
4dde5ac9f6ba,full,1,1,ufcstats,
0ec7c621ede0,full,1,1,ufcstats,
5e4fe09599f4,full,1,1,ufcstats,
b2468e2000af,full,1,1,ufcstats,
0b544e9216b5,full,1,1,ufcstats,
860cf8ab7198,full,1,1,ufcstats,
122642f217c4,full,1,1,ufcstats,
5c9ffe37d45e,full,1,1,ufcstats,
e96946d055b1,full,1,1,ufcstats,
d18eca879662,full,1,1,ufcstats,
b11d0819c1e0,full,1,1,ufcstats,
712c20cb51c4,full,1,1,ufcstats,
7a459ff387c7,full,1,1,ufcstats,
4f49f1d66fe7,full,1,1,ufcstats,
4cd158e343fd,full,1,1,ufcstats,
93bd022be6ee,full,1,1,ufcstats,
47bc4e1820ec,full,1,1,ufcstats,
7f6c8dff47fe,full,1,1,ufcstats,
73054434fc1f,full,1,1,ufcstats,
592d7b1795d0,full,1,1,ufcstats,
8c1502defbf4,full,1,1,ufcstats,
c7dc622d2951,full,1,1,ufcstats,
eed70866db2a,full,1,1,ufcstats,
f7641004c1ce,full,1,1,ufcstats,
6a9a58e6e883,full,1,1,ufcstats,
65e5e9ebfff1,full,1,1,ufcstats,
a652387d7843,full,1,1,ufcstats,
74c8438a29aa,full,1,1,ufcstats,
dfd58cef5c54,full,1,1,ufcstats,
10e862211586,full,1,1,ufcstats,
dc3cd51107f6,full,1,1,ufcstats,
94b39d345734,full,1,1,ufcstats,
3b662480c91b,full,1,1,ufcstats,
d7e95aabe9f4,full,1,1,ufcstats,
f06efe7b09ea,full,1,1,ufcstats,
6f11152b9fe2,full,1,1,ufcstats,
88cf98f2b435,full,1,1,ufcstats,
c385707cc768,full,1,1,ufcstats,
62027f175606,full,1,1,ufcstats,
597ad0a90ff4,full,1,1,ufcstats,
ca619fc8a182,full,1,1,ufcstats,
b3b304e22c93,full,1,1,ufcstats,
9acccfc80e67,full,1,1,ufcstats,
4fcb332aef75,full,1,1,ufcstats,
9c76e30f5341,full,1,1,ufcstats,
506f33a7debb,full,1,1,ufcstats,
47584bd5207b,full,1,1,ufcstats,
d4fa665bbf66,full,1,1,ufcstats,
7c731573da30,full,1,1,ufcstats,
7751c8b28b9a,full,1,1,ufcstats,
f206f8810f01,full,1,1,ufcstats,
f7325d4eb24b,full,1,1,ufcstats,
a8854934de92,full,1,1,ufcstats,
b305a28054a8,full,1,1,ufcstats,
792ac530eea1,full,1,1,ufcstats,
c8a17f587851,full,1,1,ufcstats,
71a73dd8b20e,full,1,1,ufcstats,
e7ce868ffd23,full,1,1,ufcstats,
a0435ed814a5,full,1,1,ufcstats,
36895b31c044,full,1,1,ufcstats,
fb0f33c452c7,full,1,1,ufcstats,
455253176491,full,1,1,ufcstats,
291f1869af35,full,1,1,ufcstats,
8bde402a9268,full,1,1,ufcstats,
1e603ceca3d9,full,1,1,ufcstats,
a74501aea915,full,1,1,ufcstats,
99282eee785e,full,1,1,ufcstats,
ea856f6ca3f5,full,1,1,ufcstats,
69f8db57ad9d,full,1,1,ufcstats,
8cce5c2156dd,full,1,1,ufcstats,
a092dee1baeb,full,1,1,ufcstats,
156f940fb181,full,1,1,ufcstats,
f7877d4c4e2a,full,1,1,ufcstats,
a41733aedd47,full,1,1,ufcstats,
f637e46d8a84,full,1,1,ufcstats,
48771fbdf21c,full,1,1,ufcstats,
f6c018541ce4,full,1,1,ufcstats,
8ea081907bdf,full,1,1,ufcstats,
47f307a9e84c,full,1,1,ufcstats,
a898abeebc0d,full,1,1,ufcstats,
0180e0534a32,full,1,1,ufcstats,
c88ef696f02e,full,1,1,ufcstats,
deec35c29da3,full,1,1,ufcstats,
b5965c41d886,full,1,1,ufcstats,
82632134345a,full,1,1,ufcstats,
f8c8e68838b4,full,1,1,ufcstats,
fd3a30cd046b,full,1,1,ufcstats,
534828d72aae,full,1,1,ufcstats,
abdc95cb1e14,full,1,1,ufcstats,
2781058e688f,full,1,1,ufcstats,
d984dc9cb6c9,full,1,1,ufcstats,
934eb1e65fc3,full,1,1,ufcstats,
142772cbbae1,full,1,1,ufcstats,
94ab17840437,full,1,1,ufcstats,
eb81d8517ef2,full,1,1,ufcstats,
2d9ee95e7924,full,1,1,ufcstats,
b2e4ec7b5d15,full,1,1,ufcstats,
69aa52ef6f5a,full,1,1,ufcstats,
13377a7eafd8,full,1,1,ufcstats,
d291d50ca6ec,full,1,1,ufcstats,
d8d802d77d78,full,1,1,ufcstats,
85b6b25f87d9,full,1,1,ufcstats,
59d635288a87,full,1,1,ufcstats,
a4fc74f5e69e,full,1,1,ufcstats,
00defd5c0429,full,1,1,ufcstats,
38c4b9402d12,full,1,1,ufcstats,
504162d64299,full,1,1,ufcstats,
2b94fa145e70,full,1,1,ufcstats,
56fd35fe501d,full,1,1,ufcstats,
85f435824587,full,1,1,ufcstats,
584f199e45b6,full,1,1,ufcstats,
9ac58753a111,full,1,1,ufcstats,
9ab9bfbc2a31,full,1,1,ufcstats,
982b3c29910d,full,1,1,ufcstats,
e3bec31443f4,full,1,1,ufcstats,
64bb61f9b46e,full,1,1,ufcstats,
23b33d87e85f,full,1,1,ufcstats,
d561f63d6021,full,1,1,ufcstats,
56a3d8f1d786,full,1,1,ufcstats,
5811f2279bbe,full,1,1,ufcstats,
ec28360c4e1b,full,1,1,ufcstats,
09dada52be26,full,1,1,ufcstats,
25cd3e2871e6,full,1,1,ufcstats,
ccb75017bdcf,full,1,1,ufcstats,
db6a6ea772cd,full,1,1,ufcstats,
4d0861664b07,full,1,1,ufcstats,
4c512457f405,full,1,1,ufcstats,
cbd974668749,full,1,1,ufcstats,
6aa91baa9508,full,1,1,ufcstats,
c5b920d482cd,full,1,1,ufcstats,
680ac32addc5,full,1,1,ufcstats,
98cdc6be2fa7,full,1,1,ufcstats,
37c678e8a4bd,full,1,1,ufcstats,
fd18d5150051,full,1,1,ufcstats,
cec40cfacfc3,full,1,1,ufcstats,
53f0015011f1,full,1,1,ufcstats,
34ba69bb687f,full,1,1,ufcstats,
ff7d6981b0e9,full,1,1,ufcstats,
b30da4d04b4a,full,1,1,ufcstats,
77606b6074f3,full,1,1,ufcstats,
61ef61ece9e6,full,1,1,ufcstats,
be48e21ab0ad,full,1,1,ufcstats,
b1fe2b167063,full,1,1,ufcstats,
404d4bff1b2a,full,1,1,ufcstats,
55916d4ac52b,full,1,1,ufcstats,
261128c9a0c9,full,1,1,ufcstats,
97d920cc9160,full,1,1,ufcstats,
33d66d3636c2,full,1,1,ufcstats,
43fdaa889187,full,1,1,ufcstats,
69d50672b05e,full,1,1,ufcstats,
026a914b6af7,full,1,1,ufcstats,
335ab8620447,full,1,1,ufcstats,
7f9f7c38f80e,full,1,1,ufcstats,
40460216def2,full,1,1,ufcstats,
4a3934a5a4d5,full,1,1,ufcstats,
cfe6a05c4a8d,full,1,1,ufcstats,
0e97e68b56f2,full,1,1,ufcstats,
db969572b275,full,1,1,ufcstats,
b587ac3f9fe3,full,1,1,ufcstats,
e27c6952e2e8,full,1,1,ufcstats,
091f57a36f05,full,1,1,ufcstats,
991d4c209782,full,1,1,ufcstats,
1440b9f9004f,full,1,1,ufcstats,
db4ad21b7fa5,full,1,1,ufcstats,
af4f6eac58a5,full,1,1,ufcstats,
54497f4b6da8,full,1,1,ufcstats,
5f1589f64a4c,full,1,1,ufcstats,
e34d838d5d1b,full,1,1,ufcstats,
8619e827ed8f,full,1,1,ufcstats,
34bd70828b46,full,1,1,ufcstats,
f57c45ec5549,full,1,1,ufcstats,
35d8e2dab05c,full,1,1,ufcstats,
6002b594fd63,full,1,1,ufcstats,
7bfb98158232,full,1,1,ufcstats,
eb10fc292d6c,full,1,1,ufcstats,
ee866dca5ef5,full,1,1,ufcstats,
b72c477d253c,full,1,1,ufcstats,
30dda4e77e1f,full,1,1,ufcstats,
6c2343ab2471,full,1,1,ufcstats,
edb8f148f771,full,1,1,ufcstats,
f9fbf6d72ba4,full,1,1,ufcstats,
58ecd4416399,full,1,1,ufcstats,
af081b9eeabf,full,1,1,ufcstats,
36c4763f8018,full,1,1,ufcstats,
75758c41bef5,full,1,1,ufcstats,
9475d8c208a5,full,1,1,ufcstats,
1491a63a6f14,full,1,1,ufcstats,
5db3f84a4dda,full,1,1,ufcstats,
